target,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215
1,3,1,5,5,2,12,0,0,0,0,0,1,1,0,3,3,0,14,10,2,17,8,3,6,3,1,0,5,0,1,5,3,7,4,1,10,2,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2,1,3,4,0,1,0,0,1,0,0,1,0,0,0,1,0,1,2,0,1,1,0,2,8,0,4,0,1,1,2,0,4,2,3,3,3,0,11,10,0,6,4,2,3,1,0,0,1,0,0,14,3,21,6,3,14,9,0,5,14,4,6,2,0,0,1,1,0,3,1,5,9,0,18,4,1,7,7,3,2,5,0,0,1,2,0,5,0,5,2,3,1,0,0,0,10,0,4,0,0,0,1,0,0,0,0,1,1,0,1,2,0,1,3,0,3,1,0,0,2,0,0,0,0,1,0,0,1,13,0,8,9,4,4,2,1,3,2,0,0,9,4,10,7,1,14,8,1,4,2,0,1,4,0,2,0,1,1,12,2,10,2,1,3
1,0,1,2,0,0,0,1,1,1,5,2,1,0,2,1,7,1,1,0,4,6,4,0,1,0,1,1,0,0,0,1,0,1,3,0,1,0,2,1,4,1,4,0,0,1,1,5,1,1,1,0,9,5,4,5,4,13,2,6,2,0,8,6,11,2,2,0,0,0,1,1,0,1,2,1,7,0,0,3,0,2,8,8,0,1,2,1,9,1,1,5,12,25,15,7,2,1,8,6,2,3,2,1,0,5,5,4,2,2,5,5,3,0,1,3,6,9,6,7,0,7,9,9,27,9,8,3,6,14,1,1,1,0,6,5,3,0,2,1,2,4,0,1,0,0,1,0,0,0,0,5,1,6,11,6,0,1,4,3,10,3,2,1,4,8,2,1,1,0,2,2,0,0,1,3,1,3,0,1,0,0,0,3,1,1,1,0,0,1,1,1,0,1,3,1,4,3,1,2,1,4,2,1,1,0,4,2,1,0,1,0,0,0,2,1,0
1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,19,3,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,0,1,0,0,6,0,0,2,5,4,30,5,1,3,0,0,2,0,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,18,0,1,1,5,13,1,0,2,9,4,20,44,1,4,1,4,11,36,4,7,0,0,1,2,0,1,2,4,8,3,0,1,1,1,1,2,0,1,3,2,20,1,0,4,1,13,15,9,1,4,4,21,23,32,3,8,0,2,2,5,0,2,1,1,14,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,3,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,1,0,0,1,0,5,1,0,0,4,1,16,5,1,6,0,2,3,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0
1,8,0,0,5,2,1,0,0,1,1,0,0,3,0,3,2,1,4,6,3,4,14,5,5,0,0,0,3,0,1,3,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,3,1,1,0,9,1,5,0,0,4,3,1,2,9,2,15,12,1,18,8,0,0,14,3,3,0,0,0,2,0,1,9,1,12,9,1,14,4,1,9,13,0,1,1,0,3,0,0,0,0,6,10,6,0,10,10,1,20,26,6,10,0,0,4,6,0,5,1,1,13,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,2,9,0,1,0,0,0,0,0,0,0,0,5,0,1,1,3,0,3,10,1,2,0,0,3,0,0,3,5,2,20,6,1,10,1,0,5,8,1,3,0,0,1,3,0,0,6,3,12,4,0,15
0,1,0,0,1,1,1,1,0,1,1,1,0,0,3,0,0,0,0,0,4,2,2,0,4,1,7,3,14,4,6,0,1,2,0,0,0,3,1,1,4,31,0,9,1,3,0,12,0,1,0,4,0,27,1,0,1,0,0,0,1,2,1,4,6,23,0,1,0,3,0,0,0,0,0,1,1,1,0,5,0,1,0,1,1,0,0,2,3,3,0,0,1,0,1,0,2,2,3,1,29,16,3,0,2,4,0,1,0,0,1,0,0,0,0,12,10,17,0,10,1,0,3,0,0,3,3,0,3,1,0,0,0,0,2,0,0,0,0,2,1,8,0,2,0,0,2,0,3,0,2,4,14,10,1,0,2,1,2,2,1,0,2,1,41,6,1,2,6,2,18,0,7,2,18,2,18,5,0,0,2,0,0,1,3,2,0,9,0,1,0,13,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,5,0,5,34,39,4,5,2,4,18,23,15,10,2,0,1,0,1,6,1,1,2,0,7,1,1,0,2,1,0,0,0,0,1,0,3,3,0,1,34,14,3,2,0,2,20,5,8,7,3,0,3,0,8,12,0,0,0,0,9,8,0,0,2,2,1,2,0,0,0,1,0,0,0,0,11,12,0,0,0,1,8,13,0,0,2,1,5,7,1,6,1,2,5,2,9,15,0,0,4,1,0,1,0,1,1,0,1,0,1,0,5,2,0,4,1,0,4,2,0,0,0,0,14,16,10,6,3,1,5,3,15,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1,0,0,2,0,0,1,0,0,2,1,1,0,1,2,4,11,0,4,3,1,10,5,1,2,0,0,1,0,0,0,4,1,11,5,1,3,0,0,1,1,0,2,0,0,0,0,2,0,0,3,2,2,1,4,0,1,6,5,4,0,1,2,1,1,0,1,0,0,0,1,0,0,1,0,2,7,0,6,0,2,3,10,2,1,3,4,5,14,1,14,5,4,12,19,1,12,2,0,3,0,0,2,6,2,9,17,0,6,1,2,8,4,1,10,3,0,2,3,1,0,8,4,13,12,3,9,10,2,13,2,4,6,3,2,1,2,3,1,8,1,10,2,1,4,0,2,2,1,0,1,1,0,3,0,0,0,1,2,0,2,0,3,1,1,1,2,0,0,0,0,1,1,0,1,1,0,5,0,0,0,1,0,7,9,0,5,0,0,2,2,0,0,3,4,17,12,2,6,7,0,7,4,2,6,0,0,1,1,0,1,2,0,9,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,4,1,22,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,12,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,1,0,4,13,1,1,0,4,5,52,4,4,0,0,0,15,0,3,0,0,6,0,0,1,0,1,2,1,0,3,2,1,9,3,0,4,16,0,7,7,5,4,3,9,27,34,2,46,0,1,0,5,0,7,0,3,47,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,11,2,2,0,0,0,0,0,0,0,1,6,2,1,1,0,0,0,0,0,0,1,0,3,0,0,0,16,0,7,37,12,2,0,1,1,1,0,2,0,0,0,0,0,1,0,0,7,0,0,0
1,1,4,7,1,0,4,0,0,1,9,0,1,1,0,7,17,0,16,6,0,8,3,2,0,3,0,1,0,0,0,4,1,4,7,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,3,0,1,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,3,0,0,0,1,0,0,0,0,6,17,0,17,14,1,9,13,8,3,1,0,1,0,0,0,10,0,3,44,2,4,10,4,19,10,2,7,1,0,2,1,0,0,6,1,18,8,2,17,13,1,18,4,1,1,6,0,4,2,3,1,4,0,4,2,0,3,1,0,5,2,0,2,0,0,0,0,0,0,0,0,2,1,0,9,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,5,3,5,5,2,1,1,0,0,0,0,0,1,0,5,5,0,4,15,2,15,12,5,7,0,0,3,0,0,0,2,0,3,3,1,0
1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,10,11,7,0,0,0,1,7,0,3,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11,0,1,0,0,2,1,0,0,6,0,9,52,12,0,2,1,1,46,2,21,0,0,0,16,0,6,1,0,2,0,0,0,0,3,26,0,1,1,0,0,1,0,0,1,0,2,26,1,1,3,24,1,21,36,11,12,0,0,11,2,1,0,4,0,17,15,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,1,0,2,9,0,8,0,0,1,0,0,0,0,0,0,3,1,2,0,0,5,0,0,2,0,0,0,0,0,1,4,1,23,3,0,0,4,0,8,6,1,1,0,0,1,1,0,0,2,0,8,2,0,1
1,0,0,4,3,0,1,0,0,0,1,0,0,2,2,5,18,1,6,3,1,8,11,1,3,0,0,0,1,0,0,2,0,4,4,1,1,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,1,0,1,1,0,2,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,4,0,1,1,2,2,5,0,0,0,2,4,31,0,7,11,0,5,44,1,7,0,0,0,2,0,1,3,1,6,24,4,3,4,1,22,12,1,8,0,0,0,0,0,1,0,4,23,12,2,20,21,0,34,7,4,9,3,0,1,4,0,0,8,1,10,5,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7,4,0,1,1,1,0,0,0,0,3,2,11,6,0,6,9,0,8,8,2,6,0,0,1,4,0,0,0,0,6,0,0,0
1,0,1,4,1,1,10,1,0,2,0,0,2,3,4,8,8,1,12,4,0,16,1,0,1,0,2,1,0,0,3,26,2,10,16,2,2,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4,2,1,0,0,0,0,1,0,1,3,1,0,1,0,0,1,0,2,2,0,10,0,0,0,3,1,1,1,0,1,12,0,13,14,1,17,5,1,4,1,2,1,1,0,0,27,1,4,10,2,8,6,1,6,4,2,14,0,0,1,2,1,0,6,0,13,15,1,20,5,1,2,1,0,2,1,0,1,0,0,0,6,0,4,1,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,1,2,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,9,3,24,14,3,20,3,0,0,1,0,0,4,0,3,7,3,4,8,2,13,2,0,4,0,0,2,2,0,2,8,0,1,1,1,4
1,12,4,9,14,16,11,0,0,1,0,0,4,0,3,1,1,1,12,6,1,1,5,2,8,10,0,6,15,5,8,0,5,2,1,0,15,10,0,0,1,4,0,8,1,1,1,0,0,4,0,2,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,5,3,2,0,0,1,16,0,2,1,7,1,0,2,1,0,0,1,2,0,0,0,1,2,1,0,0,1,0,0,4,0,1,0,2,1,3,5,3,3,0,11,4,1,3,2,3,4,1,2,0,1,0,1,0,0,1,0,0,1,0,2,1,0,1,5,0,0,0,0,2,2,1,5,5,1,1,14,3,0,4,2,2,7,0,0,0,0,0,0,1,1,0,0,0,5,2,2,0,2,0,14,2,0,0,4,3,4,0,5,1,0,0,9,21,0,0,3,12,0,6,6,6,2,0,5,20,0,1,1,5,3,5,0,0,0,1,0,2,0,0,1,1,0,26,3,17,1,3,9
1,1,0,4,6,0,16,0,0,0,1,0,0,1,0,2,14,0,23,7,0,8,4,2,2,0,0,0,0,0,0,14,0,11,23,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,13,0,0,0,1,0,0,0,0,3,8,0,12,11,0,11,4,0,5,0,0,0,0,0,0,17,0,13,21,1,21,11,1,20,8,0,12,0,0,0,0,0,0,9,1,8,5,0,20,7,0,5,1,0,0,1,0,0,1,0,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,9,0,18,1,0,0,0,0,0,5,0,10,4,0,17,24,0,19,4,0,1,0,0,1,0,0,0,20,1,12,1,0,2
1,1,0,0,5,0,1,1,0,0,1,0,0,1,4,2,7,2,0,1,3,5,15,2,4,0,0,2,2,1,0,0,0,2,2,0,2,2,0,0,3,2,0,0,0,1,2,0,0,3,0,0,7,3,0,0,0,3,3,0,1,0,0,0,2,0,0,0,0,3,2,0,0,2,0,2,19,1,3,2,1,2,4,0,0,4,2,3,22,2,2,10,3,4,39,8,4,0,2,2,14,1,2,1,0,1,6,1,0,0,1,9,3,2,2,3,0,9,0,2,3,12,2,20,14,9,7,5,11,42,18,4,7,3,2,6,1,1,2,2,1,16,3,0,2,0,0,4,0,0,0,1,2,1,0,0,1,1,1,6,3,1,0,0,0,4,10,1,4,1,1,1,0,0,0,0,0,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,6,0,4,15,4,0,1,0,6,3,0,3,0,0,1,0,0,0,1,0,5,0,0,0
1,0,0,0,9,0,11,0,0,0,3,0,5,0,0,0,6,0,4,0,3,2,8,0,52,0,0,0,5,0,8,1,2,8,1,0,34,0,2,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,3,37,2,24,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,7,0,0,0,3,0,6,0,1,6,1,0,3,2,1,0,0,1,1,5,0,0,0,0,0,14,0,0,0,1,2,4,0,3,0,0,2,0,0,0,0,0,0,25,2,33,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,0,0,2,0,5,1,0,6,16,3,6,15,10,7,5,0,0,0,0,0,57,0,3,6,8,2,0,0,3,0,0,0,0,0,0,0,0,0,29,0,19,0,0,0
1,5,2,3,9,2,12,0,0,0,1,0,1,7,0,3,1,1,1,11,1,16,5,2,16,5,0,3,3,3,4,4,3,14,3,1,11,1,0,3,1,1,1,1,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,12,0,2,20,9,8,1,0,0,0,0,0,3,0,4,6,3,0,9,3,10,4,1,5,4,0,0,7,1,2,1,1,8,1,3,2,5,0,4,9,4,8,2,0,4,0,0,2,12,1,5,13,1,6,3,1,6,1,0,1,0,0,0,0,1,3,7,0,16,2,1,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,2,0,6,0,0,0,2,0,3,0,3,3,1,0,6,7,0,1,9,2,3,3,1,2,1,0,1,27,0,4,10,8,4,3,2,3,0,0,0,2,0,1,3,0,1,8,1,11,1,2,4
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,2,3,11,0,11,1,2,4,7,29,29,0,0,2,4,3,2,0,1,1,1,10,13,0,0,1,0,0,1,0,1,0,0,2,1,0,1,0,2,6,4,1,0,1,2,10,11,0,1,22,8,19,5,1,0,15,3,25,3,7,0,0,0,0,0,0,0,0,0,1,0,0,1,13,37,3,6,0,2,6,12,13,12,0,0,6,24,8,1,0,0,5,0,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,11,19,1,0,0,0,3,1,2,1,0,0,29,6,7,0,1,0,9,2,6,0,1,0,8,2,0,0,0,0,0,1,0,0,0,2,0,2,1,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5
1,2,2,6,7,1,2,1,1,5,1,0,0,3,3,10,7,4,4,3,3,8,4,0,8,4,2,6,6,8,2,3,0,6,1,1,5,1,0,0,2,3,1,0,0,1,1,0,1,1,1,1,6,1,2,0,1,3,0,0,2,1,0,1,1,1,0,2,0,5,0,0,5,1,2,8,9,10,2,0,1,4,2,2,2,4,4,6,5,8,7,3,2,4,3,0,11,4,3,3,7,1,2,1,4,8,1,1,11,2,2,4,2,0,3,3,0,2,1,1,2,2,1,4,2,5,7,4,1,2,0,1,4,0,2,1,0,0,0,23,0,5,1,0,3,0,1,4,2,1,2,0,1,0,1,0,7,2,2,3,2,1,4,3,2,2,5,2,5,1,2,2,4,1,1,0,0,3,0,1,2,14,1,10,4,13,6,3,0,0,0,1,0,20,0,10,1,1,2,0,0,1,0,0,2,0,0,1,1,0,1,19,0,7,0,0,1
1,6,0,1,34,2,9,0,0,1,0,0,1,1,0,2,9,1,7,3,0,0,22,0,29,0,0,0,4,0,3,2,0,1,8,0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,15,1,11,15,4,12,0,0,0,0,0,0,1,0,1,2,0,2,2,0,1,3,0,7,0,0,0,1,0,1,2,1,1,2,1,7,5,0,2,1,1,1,0,0,1,0,0,1,5,0,0,0,0,2,1,2,5,3,0,18,0,0,0,0,0,0,12,0,17,2,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,2,26,1,5,4,0,7,2,0,0,0,0,3,50,0,2,2,0,2,4,0,1,0,0,9,0,1,1,0,0,0,25,2,34,2,1,19
1,8,1,4,3,5,5,0,1,0,0,1,2,3,5,9,2,3,10,4,1,4,3,4,2,10,1,3,1,10,4,5,2,7,0,5,1,0,0,3,1,1,1,0,0,3,0,0,0,2,0,6,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,0,0,1,5,1,5,4,8,2,0,0,6,0,2,5,6,6,22,1,5,21,2,0,1,0,2,1,5,0,1,2,6,6,8,2,17,3,1,10,2,1,3,2,0,2,2,0,0,0,0,1,3,2,1,0,2,2,1,0,2,2,2,2,3,0,1,2,3,0,4,1,4,0,2,0,3,2,11,2,3,8,0,1,0,0,0,0,1,0,2,0,2,5,2,2,1,2,1,6,7,0,4,6,12,6,4,2,6,0,2,3,8,0,6,6,12,2,4,1,2,1,0,0,10,0,20,2,7,2,1,0,2,1,0,0,4,0,1,2,3,0,9,0,5,1,0,0
1,9,1,5,17,8,57,0,0,0,0,0,2,2,0,3,3,0,11,0,0,1,2,1,23,0,0,0,2,0,15,11,3,12,3,0,45,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,1,4,6,2,15,0,0,3,0,0,0,0,1,3,2,3,2,2,0,2,0,1,4,0,0,1,1,0,2,5,0,5,0,0,5,3,0,0,0,1,1,0,0,0,0,0,0,4,0,1,1,0,0,0,0,2,0,0,1,0,1,2,0,0,0,18,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,6,1,6,0,0,5,74,0,10,3,5,1,4,0,0,0,0,0,32,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,52,0,9,0,0,3
1,14,0,6,11,2,6,0,0,0,1,0,1,9,0,3,10,0,19,4,0,2,8,1,10,0,0,0,2,0,0,8,1,2,10,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,2,11,4,0,11,0,0,0,0,0,0,8,0,2,1,0,7,1,0,2,5,0,7,0,0,0,0,0,0,3,1,3,7,0,26,9,0,8,5,0,9,0,0,0,0,0,0,10,0,7,2,0,3,9,0,7,6,1,5,1,0,0,1,0,3,10,0,5,8,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,12,0,16,4,0,15,1,0,0,0,0,1,5,0,6,2,0,10,17,0,11,7,2,13,0,0,0,0,0,0,25,0,14,23,0,24
1,6,4,15,2,1,2,0,0,8,0,1,0,3,5,29,1,0,7,2,0,0,4,1,5,2,0,2,0,0,1,0,2,2,1,0,5,1,0,3,0,0,1,0,0,1,0,0,1,3,0,14,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,2,4,5,4,0,4,2,2,11,0,0,2,10,10,61,6,5,19,2,0,2,0,1,5,0,0,0,3,0,2,3,1,6,4,0,20,15,0,4,4,3,0,0,0,0,0,0,0,0,1,0,1,0,1,12,0,0,7,12,3,21,0,3,1,0,1,0,0,1,10,2,5,4,1,18,1,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,2,2,0,1,1,1,0,3,0,0,1,0,0,3,0,3,2,0,2,10,0,1,21,12,2,4,0,0,0,0,0,2,0,1,28,2,8
1,8,5,7,19,1,28,0,0,0,0,0,10,0,2,5,11,0,31,0,1,0,2,0,25,0,1,0,1,0,4,2,3,2,1,0,32,5,2,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,9,0,0,2,4,2,15,6,0,5,0,0,0,0,0,5,0,1,0,0,0,6,0,1,2,0,0,12,1,0,0,1,0,1,2,6,5,1,0,23,2,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29,0,8,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,49,1,24,2,3,5,11,0,0,1,0,1,31,0,1,2,3,0,1,1,0,0,0,1,0,0,2,0,0,0,45,1,12,0,2,3
1,0,0,0,1,0,1,3,0,1,2,0,1,3,1,4,3,1,1,1,2,9,21,3,1,0,0,0,1,0,1,0,0,4,1,1,1,0,1,2,5,1,0,1,0,1,0,0,0,2,0,1,3,1,1,1,3,2,2,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,1,18,0,3,1,0,1,3,3,0,4,1,3,30,5,2,12,1,12,26,6,12,1,0,1,11,0,3,2,1,4,4,1,2,1,4,9,10,0,3,3,1,4,2,1,0,10,5,20,21,7,8,9,4,35,16,5,6,2,0,4,6,0,3,1,1,14,3,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,3,0,0,4,1,7,7,1,1,0,0,1,1,0,0,0,1,3,2,0,2,0,1,0,2,0,0,1,1,1,1,0,0,4,0,15,9,2,2,0,0,6,4,0,0,0,0,1,0,1,0,0,1,6,0,0,2
1,14,0,1,17,2,5,0,0,0,1,0,0,4,0,11,9,0,2,2,0,4,20,0,15,2,0,0,4,0,0,4,0,8,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,11,1,13,13,4,7,0,1,1,0,1,1,12,1,46,15,0,21,4,0,2,13,1,8,0,0,0,0,0,0,3,1,16,4,0,9,7,0,1,7,0,1,0,0,0,1,0,0,12,0,4,0,0,2,8,1,10,11,1,14,0,0,0,0,1,1,12,0,27,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,7,0,10,4,0,3,0,0,1,0,0,1,21,3,30,3,0,7,1,0,1,1,0,2,0,0,0,0,0,0,3,1,12,0,0,4
1,13,1,5,6,6,5,0,1,0,0,0,4,4,3,4,2,4,4,4,1,2,5,0,11,4,3,5,2,2,4,1,3,2,5,1,8,7,0,2,5,3,0,1,1,1,1,1,3,0,1,0,3,0,1,1,1,4,0,0,2,1,1,3,1,0,0,3,5,4,0,1,6,3,2,5,6,2,6,1,3,1,1,1,4,3,0,0,6,0,5,1,2,7,8,0,4,2,1,2,6,1,1,4,1,3,2,0,8,3,1,1,3,0,6,2,0,1,1,1,3,5,4,4,5,3,3,4,3,5,7,1,5,0,1,1,1,0,0,2,4,5,2,0,16,0,1,4,2,2,1,0,1,2,0,0,3,3,2,1,3,1,2,4,0,1,2,2,3,1,0,0,0,0,2,0,2,1,1,0,3,10,0,4,1,7,2,13,2,0,5,3,2,10,1,5,3,5,3,0,1,5,3,0,4,2,0,1,1,0,0,14,10,12,3,2,20
1,2,2,2,18,4,11,0,0,1,4,0,3,3,2,4,14,1,12,1,1,0,9,0,20,0,1,1,12,1,2,1,0,0,4,2,11,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,2,0,0,4,1,1,1,4,3,4,7,5,6,0,1,0,1,1,1,4,2,2,8,2,8,1,1,2,10,0,13,0,0,1,1,0,2,2,0,9,4,1,12,8,0,5,2,5,1,0,1,0,0,0,1,3,0,2,2,0,5,6,0,6,4,1,9,1,1,0,0,0,0,23,2,13,3,0,14,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,3,2,0,8,0,0,0,1,0,0,2,0,0,1,0,5,24,2,23,4,3,0,1,0,1,0,0,0,18,0,19,2,1,0,11,0,0,0,1,2,2,0,0,0,0,2,28,0,14,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,7,17,6,4,3,0,0,0,2,3,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,2,5,5,1,2,2,4,44,33,3,0,0,0,21,29,0,0,0,0,27,12,0,0,0,1,4,1,0,0,0,2,0,0,1,0,1,29,0,0,0,0,0,45,0,0,0,1,9,26,12,1,8,0,3,0,26,4,3,0,2,18,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,20,17,19,1,13,0,0,0,13,2,5,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,23,0,0,0,0,1,2,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0
